station_abbr;reference_timestamp;Air temperature 2 m above ground hourly mean;Relative air humidity 2 m above ground hourly mean;Atmospheric pressure at barometric altitude (QFE) hourly mean;Wind direction hourly mean;Wind speed scalar hourly mean in m/s;Wind speed scalar hourly mean in km/h;Precipitation hourly total;Global radiation hourly mean
BAS;11.04.2022 10:00;12.5;43.9;979.5;81.0;3.4;12.2;0.0;725
BAS;11.04.2022 11:00;14.0;40.8;978.8;77.0;3.4;12.2;0.0;755
BAS;11.04.2022 12:00;15.2;39.5;978.2;72.0;2.8;10.1;0.0;725
BAS;11.04.2022 13:00;16.9;37.4;977.7;87.0;2.3;8.3;0.0;676
BAS;11.04.2022 14:00;17.6;34.5;976.9;86.0;2.9;10.4;0.0;598
BAS;11.04.2022 15:00;18.4;31.1;976.1;82.0;3.8;13.7;0.0;484
BAS;11.04.2022 16:00;18.1;30.2;975.4;78.0;3.6;13.0;0.0;284
BAS;11.04.2022 17:00;17.5;32.6;975.3;88.0;3.1;11.2;0.0;174
BAS;11.04.2022 18:00;16.1;33.9;975.4;97.0;2.8;10.1;0.0;49
BAS;11.04.2022 19:00;14.7;36.0;975.8;101.0;2.2;7.9;0.0;1
BAS;11.04.2022 20:00;13.8;35.6;976.5;104.0;2.1;7.6;0.0;0
BAS;11.04.2022 21:00;12.9;40.8;976.7;107.0;2.1;7.6;0.0;0
BAS;11.04.2022 22:00;12.0;46.9;976.5;103.0;2.4;8.6;0.0;0
BAS;11.04.2022 23:00;10.9;50.6;976.3;102.0;3.0;10.8;0.0;0
BAS;12.04.2022 00:00;9.9;54.9;976.3;99.0;2.7;9.7;0.0;0
BAS;12.04.2022 01:00;9.3;56.7;976.1;103.0;2.9;10.4;0.0;0
BAS;12.04.2022 02:00;8.8;58.5;976.0;99.0;2.7;9.7;0.0;0
BAS;12.04.2022 03:00;8.5;59.9;975.8;104.0;2.6;9.4;0.0;0
BAS;12.04.2022 04:00;8.0;61.3;975.6;102.0;3.1;11.2;0.0;0
BAS;12.04.2022 05:00;7.5;62.7;975.5;101.0;3.3;11.9;0.0;3
BAS;12.04.2022 06:00;9.2;57.8;975.3;88.0;3.7;13.3;0.0;87
BAS;12.04.2022 07:00;10.9;52.7;975.5;77.0;4.8;17.3;0.0;216
BAS;12.04.2022 08:00;13.0;46.8;975.7;90.0;4.3;15.5;0.0;344
BAS;12.04.2022 09:00;14.9;42.5;975.7;87.0;4.3;15.5;0.0;497
BAS;12.04.2022 10:00;16.3;42.4;975.7;86.0;3.1;11.2;0.0;480
BAS;12.04.2022 11:00;18.2;38.5;975.3;96.0;2.2;7.9;0.0;704
BAS;12.04.2022 12:00;20.1;36.5;974.8;80.0;2.5;9.0;0.0;785
BAS;12.04.2022 13:00;21.5;35.4;974.5;83.0;2.5;9.0;0.0;739
BAS;12.04.2022 14:00;22.2;35.5;974.1;79.0;3.4;12.2;0.0;586
BAS;12.04.2022 15:00;22.8;34.7;973.7;81.0;3.8;13.7;0.0;531
BAS;12.04.2022 16:00;22.4;35.6;973.5;80.0;3.0;10.8;0.0;256
BAS;12.04.2022 17:00;21.6;37.4;973.8;96.0;1.9;6.8;0.0;112
BAS;12.04.2022 18:00;20.7;40.0;974.2;37.0;0.9;3.2;0.0;37
BAS;12.04.2022 19:00;18.4;46.8;974.8;315.0;0.7;2.5;0.0;1
BAS;12.04.2022 20:00;15.8;58.2;975.3;187.0;1.0;3.6;0.0;0
BAS;12.04.2022 21:00;15.2;62.1;975.6;212.0;1.1;4.0;0.0;0
BAS;12.04.2022 22:00;14.6;62.8;975.9;215.0;1.6;5.8;0.0;0
BAS;12.04.2022 23:00;14.8;54.6;976.4;199.0;1.8;6.5;0.0;0
BAS;13.04.2022 00:00;14.7;52.5;976.7;162.0;1.5;5.4;0.0;0
BAS;13.04.2022 01:00;13.5;66.7;976.9;98.0;1.5;5.4;0.0;0
BAS;13.04.2022 02:00;12.1;73.2;977.0;104.0;0.9;3.2;0.0;0
BAS;13.04.2022 03:00;11.4;71.6;977.0;196.0;0.9;3.2;0.0;0
BAS;13.04.2022 04:00;11.0;73.1;977.1;180.0;0.6;2.2;0.0;0
BAS;13.04.2022 05:00;11.1;72.2;977.3;126.0;1.0;3.6;0.0;2
BAS;13.04.2022 06:00;10.4;75.6;977.7;127.0;0.6;2.2;0.0;68
BAS;13.04.2022 07:00;12.5;66.9;978.2;95.0;1.3;4.7;0.0;212
BAS;13.04.2022 08:00;15.0;57.9;978.5;95.0;1.2;4.3;0.0;364
BAS;13.04.2022 09:00;17.6;45.6;978.8;117.0;0.8;2.9;0.0;549
BAS;13.04.2022 10:00;19.5;33.0;978.8;298.0;2.6;9.4;0.0;690
BAS;13.04.2022 11:00;20.3;32.8;978.5;298.0;2.1;7.6;0.0;731
BAS;13.04.2022 12:00;20.9;33.3;978.3;303.0;2.6;9.4;0.0;787
BAS;13.04.2022 13:00;21.5;33.0;978.0;310.0;1.9;6.8;0.0;654
BAS;13.04.2022 14:00;22.3;31.8;977.6;346.0;1.7;6.1;0.0;702
BAS;13.04.2022 15:00;22.6;31.8;977.3;300.0;1.8;6.5;0.0;546
BAS;13.04.2022 16:00;22.8;31.9;977.4;325.0;1.8;6.5;0.0;411
BAS;13.04.2022 17:00;22.4;33.3;977.7;297.0;1.5;5.4;0.0;205
BAS;13.04.2022 18:00;20.6;38.9;978.0;273.0;1.8;6.5;0.0;36
BAS;13.04.2022 19:00;18.9;44.3;978.6;247.0;2.5;9.0;0.0;1
BAS;13.04.2022 20:00;18.0;46.3;979.3;243.0;2.7;9.7;0.0;0
BAS;13.04.2022 21:00;16.9;50.4;979.9;234.0;1.9;6.8;0.0;0
BAS;13.04.2022 22:00;14.7;61.4;980.2;208.0;2.9;10.4;0.0;0
BAS;13.04.2022 23:00;13.7;65.7;980.4;212.0;1.6;5.8;0.0;0
BAS;14.04.2022 00:00;12.7;70.6;980.3;191.0;2.1;7.6;0.0;0
BAS;14.04.2022 01:00;12.0;74.3;980.5;208.0;1.5;5.4;0.0;0
BAS;14.04.2022 02:00;11.8;75.5;981.0;120.0;0.8;2.9;0.0;0
BAS;14.04.2022 03:00;11.3;79.0;981.2;111.0;0.9;3.2;0.0;0
BAS;14.04.2022 04:00;9.9;83.7;981.3;112.0;0.5;1.8;0.0;0
BAS;14.04.2022 05:00;10.1;82.6;981.4;90.0;0.3;1.1;0.0;2
BAS;14.04.2022 06:00;10.7;80.2;981.8;82.0;0.8;2.9;0.0;67
BAS;14.04.2022 07:00;12.8;76.4;982.2;207.0;0.4;1.4;0.0;233
BAS;14.04.2022 08:00;14.5;71.5;982.4;243.0;0.3;1.1;0.0;410
BAS;14.04.2022 09:00;16.7;65.7;982.5;300.0;1.6;5.8;0.0;570
BAS;14.04.2022 10:00;18.0;61.2;982.5;315.0;2.1;7.6;0.0;693
BAS;14.04.2022 11:00;18.9;56.4;982.2;304.0;2.3;8.3;0.0;768
BAS;14.04.2022 12:00;20.2;49.9;981.9;338.0;2.3;8.3;0.0;792
BAS;14.04.2022 13:00;21.4;46.6;981.7;339.0;2.6;9.4;0.0;771
BAS;14.04.2022 14:00;21.6;45.9;981.5;333.0;2.4;8.6;0.0;696
BAS;14.04.2022 15:00;21.7;48.7;981.3;354.0;2.4;8.6;0.0;557
BAS;14.04.2022 16:00;21.1;49.5;981.5;334.0;3.1;11.2;0.0;345
BAS;14.04.2022 17:00;19.9;52.7;981.9;333.0;3.1;11.2;0.0;110
BAS;14.04.2022 18:00;19.0;55.0;982.4;311.0;2.3;8.3;0.0;31
BAS;14.04.2022 19:00;18.1;59.3;983.1;308.0;1.9;6.8;0.0;1
BAS;14.04.2022 20:00;17.2;64.3;983.9;294.0;1.9;6.8;0.0;0
BAS;14.04.2022 21:00;16.1;68.9;984.0;266.0;1.7;6.1;0.0;0
BAS;14.04.2022 22:00;15.2;72.8;984.3;274.0;1.6;5.8;0.0;0
BAS;14.04.2022 23:00;14.7;74.7;984.7;288.0;1.0;3.6;0.0;0
BAS;15.04.2022 00:00;13.6;80.2;984.8;236.0;1.5;5.4;0.0;0
BAS;15.04.2022 01:00;13.1;83.0;984.8;225.0;1.6;5.8;0.0;0
BAS;15.04.2022 02:00;12.7;82.0;985.0;247.0;0.9;3.2;0.0;0
BAS;15.04.2022 03:00;12.6;84.7;985.1;219.0;1.3;4.7;0.0;0
BAS;15.04.2022 04:00;12.3;85.4;985.1;219.0;0.7;2.5;0.0;0
BAS;15.04.2022 05:00;12.1;86.2;985.4;252.0;0.7;2.5;0.0;2
BAS;15.04.2022 06:00;12.5;87.0;985.8;236.0;0.8;2.9;0.0;37
BAS;15.04.2022 07:00;13.6;81.3;986.1;292.0;0.7;2.5;0.0;197
BAS;15.04.2022 08:00;14.0;78.3;986.3;305.0;1.4;5.0;0.0;205
BAS;15.04.2022 09:00;14.6;76.2;986.5;294.0;1.3;4.7;0.0;306
BAS;15.04.2022 10:00;15.9;70.2;986.6;312.0;1.6;5.8;0.0;502
BAS;15.04.2022 11:00;18.1;62.1;986.4;305.0;1.6;5.8;0.0;775
BAS;15.04.2022 12:00;19.7;53.0;986.1;332.0;2.0;7.2;0.0;759
BAS;15.04.2022 13:00;20.5;45.3;985.7;349.0;1.6;5.8;0.0;723
BAS;15.04.2022 14:00;20.9;42.5;985.4;342.0;2.4;8.6;0.0;668
BAS;15.04.2022 15:00;21.1;40.9;985.1;336.0;2.1;7.6;0.0;573
BAS;15.04.2022 16:00;21.2;39.6;984.8;331.0;2.2;7.9;0.0;430
BAS;15.04.2022 17:00;20.5;39.0;984.7;357.0;2.3;8.3;0.0;262
BAS;15.04.2022 18:00;19.0;42.2;984.9;347.0;2.6;9.4;0.0;96
BAS;15.04.2022 19:00;17.8;44.7;985.2;353.0;2.0;7.2;0.0;3
BAS;15.04.2022 20:00;16.5;50.2;985.6;305.0;1.3;4.7;0.0;0
BAS;15.04.2022 21:00;15.2;57.5;985.9;265.0;1.2;4.3;0.0;0
BAS;15.04.2022 22:00;14.4;62.5;986.2;261.0;1.5;5.4;0.0;0
BAS;15.04.2022 23:00;14.0;63.4;986.6;294.0;1.3;4.7;0.0;0
BAS;16.04.2022 00:00;13.0;66.6;987.1;298.0;1.8;6.5;0.0;0
BAS;16.04.2022 01:00;11.6;69.9;987.1;297.0;1.7;6.1;0.0;0
BAS;16.04.2022 02:00;10.3;76.6;987.1;294.0;1.9;6.8;0.0;0
BAS;16.04.2022 03:00;9.3;78.9;987.2;282.0;1.6;5.8;0.0;0
BAS;16.04.2022 04:00;8.3;81.5;987.2;280.0;1.2;4.3;0.0;0
BAS;16.04.2022 05:00;7.6;83.8;987.4;270.0;1.1;4.0;0.0;7
BAS;16.04.2022 06:00;7.3;83.7;987.7;288.0;1.3;4.7;0.0;42
BAS;16.04.2022 07:00;7.9;81.6;988.1;302.0;1.4;5.0;0.0;249
BAS;16.04.2022 08:00;9.6;76.1;988.2;309.0;1.6;5.8;0.0;454
BAS;16.04.2022 09:00;11.6;67.6;988.2;347.0;1.7;6.1;0.0;620
BAS;16.04.2022 10:00;13.5;63.3;988.3;356.0;1.8;6.5;0.0;736
BAS;16.04.2022 11:00;14.1;60.2;988.3;5.0;1.6;5.8;0.0;579
BAS;16.04.2022 12:00;15.6;50.1;988.1;88.0;2.9;10.4;0.0;594
BAS;16.04.2022 13:00;16.2;45.0;988.0;98.0;3.3;11.9;0.0;664
BAS;16.04.2022 14:00;17.4;39.6;987.5;97.0;3.5;12.6;0.0;797
BAS;16.04.2022 15:00;17.1;38.3;987.2;98.0;4.7;16.9;0.0;645
BAS;16.04.2022 16:00;15.8;41.2;987.2;99.0;5.0;18.0;0.0;456
BAS;16.04.2022 17:00;14.6;43.6;987.6;95.0;6.1;22.0;0.0;279
BAS;16.04.2022 18:00;13.2;46.6;988.3;97.0;5.5;19.8;0.0;96
BAS;16.04.2022 19:00;12.3;47.6;988.8;77.0;3.6;13.0;0.0;3
BAS;16.04.2022 20:00;11.6;47.8;989.1;66.0;2.8;10.1;0.0;0
BAS;16.04.2022 21:00;11.0;48.6;989.0;61.0;2.0;7.2;0.0;0
BAS;16.04.2022 22:00;10.4;50.9;988.9;56.0;2.0;7.2;0.0;0
BAS;16.04.2022 23:00;10.1;48.2;988.9;67.0;2.7;9.7;0.0;0
BAS;17.04.2022 00:00;9.2;48.5;988.7;79.0;1.7;6.1;0.0;0
BAS;17.04.2022 01:00;8.3;51.6;988.5;90.0;2.1;7.6;0.0;0
BAS;17.04.2022 02:00;7.3;52.2;988.1;90.0;1.6;5.8;0.0;0
BAS;17.04.2022 03:00;6.6;49.0;987.8;94.0;2.7;9.7;0.0;0
BAS;17.04.2022 04:00;5.8;53.0;987.7;94.0;1.5;5.4;0.0;0
BAS;17.04.2022 05:00;5.6;56.2;987.4;66.0;1.9;6.8;0.0;5
BAS;17.04.2022 06:00;4.2;65.6;987.7;315.0;1.6;5.8;0.0;106
BAS;17.04.2022 07:00;6.1;58.3;987.5;319.0;1.1;4.0;0.0;291
BAS;17.04.2022 08:00;8.0;52.5;987.3;360.0;1.8;6.5;0.0;474
BAS;17.04.2022 09:00;9.5;46.9;987.2;16.0;1.8;6.5;0.0;641
BAS;17.04.2022 10:00;10.6;40.9;986.7;349.0;2.0;7.2;0.0;770
BAS;17.04.2022 11:00;12.8;37.5;986.2;357.0;2.0;7.2;0.0;845
BAS;17.04.2022 12:00;14.4;34.7;985.3;8.0;1.5;5.4;0.0;869
BAS;17.04.2022 13:00;15.7;30.2;984.3;40.0;1.4;5.0;0.0;848
BAS;17.04.2022 14:00;17.1;28.5;983.2;356.0;1.8;6.5;0.0;726
BAS;17.04.2022 15:00;18.1;23.4;982.4;67.0;2.7;9.7;0.0;627
BAS;17.04.2022 16:00;17.8;18.8;981.8;93.0;4.5;16.2;0.0;459
BAS;17.04.2022 17:00;16.8;21.6;981.6;93.0;4.6;16.6;0.0;266
BAS;17.04.2022 18:00;14.9;25.1;981.7;103.0;4.2;15.1;0.0;90
BAS;17.04.2022 19:00;13.5;28.1;981.9;102.0;4.6;16.6;0.0;4
BAS;17.04.2022 20:00;12.1;34.0;982.1;91.0;4.4;15.8;0.0;0
BAS;17.04.2022 21:00;11.4;37.4;982.2;81.0;4.5;16.2;0.0;0
BAS;17.04.2022 22:00;10.3;41.1;982.2;79.0;2.1;7.6;0.0;0
BAS;17.04.2022 23:00;9.5;43.7;982.2;72.0;2.1;7.6;0.0;0
BAS;18.04.2022 00:00;9.0;43.5;981.9;87.0;2.3;8.3;0.0;0
BAS;18.04.2022 01:00;7.8;47.1;981.3;84.0;2.1;7.6;0.0;0
BAS;18.04.2022 02:00;5.7;55.6;981.0;153.0;1.2;4.3;0.0;0
BAS;18.04.2022 03:00;6.4;51.2;980.6;124.0;1.5;5.4;0.0;0
BAS;18.04.2022 04:00;4.5;61.1;980.2;74.0;0.8;2.9;0.0;0
BAS;18.04.2022 05:00;4.0;66.2;980.2;96.0;0.9;3.2;0.0;6
BAS;18.04.2022 06:00;4.8;62.5;980.3;100.0;1.2;4.3;0.0;111
BAS;18.04.2022 07:00;7.1;54.3;980.5;63.0;0.6;2.2;0.0;295
BAS;18.04.2022 08:00;9.9;44.3;980.3;90.0;1.5;5.4;0.0;480
BAS;18.04.2022 09:00;12.3;39.3;980.1;75.0;2.5;9.0;0.0;645
BAS;18.04.2022 10:00;13.8;36.3;979.9;66.0;2.3;8.3;0.0;772
BAS;18.04.2022 11:00;14.6;34.3;979.4;52.0;1.7;6.1;0.0;848
BAS;18.04.2022 12:00;16.2;33.7;978.8;360.0;1.8;6.5;0.0;867
BAS;18.04.2022 13:00;16.6;32.1;978.3;331.0;1.6;5.8;0.0;848
BAS;18.04.2022 14:00;17.5;29.4;977.8;301.0;1.4;5.0;0.0;773
BAS;18.04.2022 15:00;18.4;25.9;977.2;13.0;1.5;5.4;0.0;646
BAS;18.04.2022 16:00;18.5;23.8;976.8;31.0;1.1;4.0;0.0;476
BAS;18.04.2022 17:00;18.1;24.1;976.6;307.0;1.1;4.0;0.0;282
BAS;18.04.2022 18:00;17.2;27.3;976.4;309.0;1.4;5.0;0.0;88
BAS;18.04.2022 19:00;15.7;33.9;976.6;333.0;1.4;5.0;0.0;3
BAS;18.04.2022 20:00;12.8;46.7;977.1;270.0;1.3;4.7;0.0;0
BAS;18.04.2022 21:00;10.1;57.3;977.1;230.0;1.6;5.8;0.0;0
BAS;18.04.2022 22:00;9.2;59.8;977.2;222.0;1.4;5.0;0.0;0
BAS;18.04.2022 23:00;7.6;66.3;977.2;210.0;0.9;3.2;0.0;0
BAS;19.04.2022 00:00;6.5;71.8;976.8;202.0;0.6;2.2;0.0;0
BAS;19.04.2022 01:00;5.8;74.8;976.3;146.0;0.5;1.8;0.0;0
BAS;19.04.2022 02:00;5.1;77.8;976.0;127.0;0.6;2.2;0.0;0
BAS;19.04.2022 03:00;4.6;78.8;975.8;143.0;0.6;2.2;0.0;0
BAS;19.04.2022 04:00;4.0;78.5;975.7;120.0;0.8;2.9;0.0;0
BAS;19.04.2022 05:00;4.1;77.1;975.7;104.0;0.8;2.9;0.0;6
BAS;19.04.2022 06:00;5.9;70.0;975.8;100.0;1.2;4.3;0.0;113
BAS;19.04.2022 07:00;8.1;62.1;975.9;96.0;1.2;4.3;0.0;290
BAS;19.04.2022 08:00;10.3;52.7;975.9;96.0;1.1;4.0;0.0;470
BAS;19.04.2022 09:00;12.5;43.7;975.6;104.0;0.9;3.2;0.0;635
BAS;19.04.2022 10:00;14.5;40.9;975.3;309.0;1.2;4.3;0.0;728
BAS;19.04.2022 11:00;16.1;38.6;974.8;304.0;1.9;6.8;0.0;821
BAS;19.04.2022 12:00;17.3;33.4;974.2;329.0;1.7;6.1;0.0;758
BAS;19.04.2022 13:00;17.9;33.5;973.7;323.0;1.6;5.8;0.0;822
BAS;19.04.2022 14:00;18.5;30.4;973.2;315.0;1.9;6.8;0.0;738
BAS;19.04.2022 15:00;19.2;28.1;972.8;342.0;2.1;7.6;0.0;617
BAS;19.04.2022 16:00;18.4;27.2;972.7;339.0;2.2;7.9;0.0;349
BAS;19.04.2022 17:00;17.6;26.9;972.5;335.0;2.0;7.2;0.0;161
BAS;19.04.2022 18:00;17.0;29.1;972.6;338.0;1.9;6.8;0.0;82
BAS;19.04.2022 19:00;15.6;33.5;972.9;308.0;1.7;6.1;0.0;4
BAS;19.04.2022 20:00;14.5;37.6;973.5;309.0;1.5;5.4;0.0;0
BAS;19.04.2022 21:00;12.0;48.5;973.9;248.0;1.3;4.7;0.0;0
BAS;19.04.2022 22:00;9.5;60.8;974.1;217.0;1.6;5.8;0.0;0
BAS;19.04.2022 23:00;8.6;64.5;974.2;212.0;1.2;4.3;0.0;0
BAS;20.04.2022 00:00;7.7;68.7;974.1;216.0;0.9;3.2;0.0;0
BAS;20.04.2022 01:00;6.9;71.5;973.8;219.0;1.0;3.6;0.0;0
BAS;20.04.2022 02:00;7.0;70.3;973.8;79.0;0.7;2.5;0.0;0
BAS;20.04.2022 03:00;7.6;65.3;973.9;344.0;1.2;4.3;0.0;0
BAS;20.04.2022 04:00;7.0;66.8;974.0;307.0;1.2;4.3;0.0;0
BAS;20.04.2022 05:00;5.4;74.4;974.1;264.0;1.1;4.0;0.0;5
BAS;20.04.2022 06:00;6.4;72.2;974.1;286.0;0.9;3.2;0.0;103
BAS;20.04.2022 07:00;8.2;66.2;974.1;294.0;1.1;4.0;0.0;289
BAS;20.04.2022 08:00;10.3;58.8;974.0;319.0;1.2;4.3;0.0;468
BAS;20.04.2022 09:00;12.0;51.0;973.9;337.0;1.6;5.8;0.0;630
BAS;20.04.2022 10:00;13.6;44.4;973.8;11.0;1.4;5.0;0.0;755
BAS;20.04.2022 11:00;14.6;44.0;973.4;17.0;1.4;5.0;0.0;835
BAS;20.04.2022 12:00;15.8;42.3;972.8;356.0;1.6;5.8;0.0;835
BAS;20.04.2022 13:00;16.8;40.1;972.6;338.0;1.7;6.1;0.0;783
BAS;20.04.2022 14:00;17.2;37.1;972.3;354.0;1.7;6.1;0.0;752
BAS;20.04.2022 15:00;18.0;35.7;972.1;4.0;1.8;6.5;0.0;622
BAS;20.04.2022 16:00;17.7;34.1;971.9;360.0;2.5;9.0;0.0;457
BAS;20.04.2022 17:00;16.9;34.6;971.8;8.0;2.6;9.4;0.0;222
BAS;20.04.2022 18:00;15.7;37.0;972.1;9.0;1.5;5.4;0.0;67
BAS;20.04.2022 19:00;14.8;37.1;972.4;83.0;1.9;6.8;0.0;5
BAS;20.04.2022 20:00;14.0;36.6;972.9;74.0;2.0;7.2;0.0;0
BAS;20.04.2022 21:00;12.7;38.2;973.1;65.0;2.2;7.9;0.0;0
BAS;20.04.2022 22:00;11.9;38.5;973.0;70.0;2.1;7.6;0.0;0
BAS;20.04.2022 23:00;10.8;42.7;973.0;66.0;1.3;4.7;0.0;0
BAS;21.04.2022 00:00;9.3;47.8;972.8;45.0;0.6;2.2;0.0;0
BAS;21.04.2022 01:00;8.4;51.8;972.6;344.0;1.2;4.3;0.0;0
BAS;21.04.2022 02:00;6.5;61.3;972.5;297.0;0.9;3.2;0.0;0
BAS;21.04.2022 03:00;5.5;66.2;972.2;234.0;0.9;3.2;0.0;0
BAS;21.04.2022 04:00;4.2;74.5;971.9;235.0;1.3;4.7;0.0;0
BAS;21.04.2022 05:00;3.5;77.7;971.8;223.0;1.6;5.8;0.0;11
BAS;21.04.2022 06:00;5.0;72.8;971.8;254.0;0.9;3.2;0.0;121
BAS;21.04.2022 07:00;6.8;61.1;971.7;293.0;0.8;2.9;0.0;299
BAS;21.04.2022 08:00;9.0;56.5;971.6;309.0;1.4;5.0;0.0;481
BAS;21.04.2022 09:00;11.3;49.3;971.3;330.0;1.8;6.5;0.0;650
BAS;21.04.2022 10:00;12.9;42.5;970.9;360.0;1.5;5.4;0.0;772
BAS;21.04.2022 11:00;14.5;38.7;970.2;348.0;1.8;6.5;0.0;847
BAS;21.04.2022 12:00;15.7;35.3;969.3;5.0;1.7;6.1;0.0;869
BAS;21.04.2022 13:00;17.1;34.6;968.7;17.0;1.6;5.8;0.0;852
BAS;21.04.2022 14:00;17.8;34.5;968.1;354.0;1.6;5.8;0.0;764
BAS;21.04.2022 15:00;18.1;34.8;967.5;331.0;1.6;5.8;0.0;628
BAS;21.04.2022 16:00;18.4;36.4;967.1;356.0;1.7;6.1;0.0;367
BAS;21.04.2022 17:00;17.6;39.5;966.8;12.0;1.8;6.5;0.0;185
BAS;21.04.2022 18:00;16.5;44.6;966.9;27.0;1.4;5.0;0.0;68
BAS;21.04.2022 19:00;15.0;49.7;966.7;27.0;1.1;4.0;0.0;6
BAS;21.04.2022 20:00;14.0;52.9;966.9;339.0;1.0;3.6;0.0;0
BAS;21.04.2022 21:00;12.5;56.0;966.8;63.0;1.3;4.7;0.0;0
BAS;21.04.2022 22:00;11.7;54.4;966.6;82.0;1.6;5.8;0.0;0
BAS;21.04.2022 23:00;10.7;59.7;966.4;34.0;1.1;4.0;0.0;0
BAS;22.04.2022 00:00;9.3;68.6;966.1;305.0;1.2;4.3;0.0;0
BAS;22.04.2022 01:00;8.2;71.7;965.7;288.0;1.0;3.6;0.0;0
BAS;22.04.2022 02:00;7.6;72.7;965.2;281.0;1.1;4.0;0.0;0
BAS;22.04.2022 03:00;6.0;79.6;964.9;252.0;1.3;4.7;0.0;0
BAS;22.04.2022 04:00;4.8;83.9;964.9;230.0;1.6;5.8;0.0;0
BAS;22.04.2022 05:00;4.6;85.0;964.9;233.0;1.5;5.4;0.0;8
BAS;22.04.2022 06:00;5.2;86.1;965.0;221.0;1.1;4.0;0.0;106
BAS;22.04.2022 07:00;7.4;76.9;964.9;307.0;1.1;4.0;0.0;283
BAS;22.04.2022 08:00;9.1;72.4;964.7;315.0;1.4;5.0;0.0;460
BAS;22.04.2022 09:00;11.0;63.6;964.5;333.0;1.5;5.4;0.0;611
BAS;22.04.2022 10:00;12.7;57.2;964.3;360.0;1.3;4.7;0.0;742
BAS;22.04.2022 11:00;14.2;53.8;964.0;306.0;2.2;7.9;0.0;794
BAS;22.04.2022 12:00;15.8;50.3;963.6;36.0;1.6;5.8;0.0;773
BAS;22.04.2022 13:00;16.3;47.7;963.4;56.0;1.3;4.7;0.0;715
BAS;22.04.2022 14:00;16.5;48.6;963.2;360.0;1.3;4.7;0.0;490
BAS;22.04.2022 15:00;17.7;45.8;963.0;45.0;1.3;4.7;0.0;511
BAS;22.04.2022 16:00;18.0;46.4;962.9;56.0;1.1;4.0;0.0;428
BAS;22.04.2022 17:00;17.8;47.7;962.8;63.0;1.0;3.6;0.0;188
BAS;22.04.2022 18:00;17.1;49.9;963.1;352.0;0.8;2.9;0.0;56
BAS;22.04.2022 19:00;16.0;54.8;963.4;16.0;0.9;3.2;0.0;5
BAS;22.04.2022 20:00;13.1;67.6;963.9;225.0;1.3;4.7;0.0;0
BAS;22.04.2022 21:00;11.2;76.5;964.0;194.0;1.1;4.0;0.0;0
BAS;22.04.2022 22:00;10.6;78.4;963.9;149.0;0.9;3.2;0.0;0
BAS;22.04.2022 23:00;10.2;79.4;963.9;107.0;1.1;4.0;0.0;0
BAS;23.04.2022 00:00;9.7;78.9;963.8;95.0;1.2;4.3;0.0;0
BAS;23.04.2022 01:00;8.6;82.1;963.7;98.0;0.7;2.5;0.0;0
BAS;23.04.2022 02:00;8.8;82.0;963.8;108.0;0.7;2.5;0.0;0
BAS;23.04.2022 03:00;9.3;79.2;963.8;74.0;0.8;2.9;0.0;0
BAS;23.04.2022 04:00;9.4;82.4;963.4;81.0;0.8;2.9;0.0;0
BAS;23.04.2022 05:00;9.1;87.3;963.4;311.0;1.3;4.7;0.0;6
BAS;23.04.2022 06:00;9.4;86.0;964.1;231.0;0.8;2.9;0.0;27
BAS;23.04.2022 07:00;10.0;87.6;964.4;217.0;0.8;2.9;0.1;85
BAS;23.04.2022 08:00;10.8;80.6;964.5;309.0;0.8;2.9;0.0;175
BAS;23.04.2022 09:00;11.3;77.5;964.8;321.0;1.4;5.0;0.0;226
BAS;23.04.2022 10:00;11.9;74.4;965.0;307.0;1.6;5.8;0.0;224
BAS;23.04.2022 11:00;11.7;78.5;965.4;309.0;1.7;6.1;0.1;109
BAS;23.04.2022 12:00;13.7;70.2;964.5;37.0;1.3;4.7;0.0;676
BAS;23.04.2022 13:00;15.2;62.5;964.0;355.0;1.6;5.8;0.0;494
BAS;23.04.2022 14:00;14.9;65.2;963.2;319.0;2.1;7.6;0.0;291
BAS;23.04.2022 15:00;14.7;61.7;963.0;303.0;2.2;7.9;0.0;226
BAS;23.04.2022 16:00;14.8;61.5;962.3;332.0;1.7;6.1;0.0;198
BAS;23.04.2022 17:00;15.1;62.0;961.7;352.0;0.8;2.9;0.0;136
BAS;23.04.2022 18:00;14.1;64.2;960.8;88.0;2.7;9.7;0.0;54
BAS;23.04.2022 19:00;13.0;66.7;960.6;92.0;2.5;9.0;0.0;7
BAS;23.04.2022 20:00;12.4;69.6;960.2;86.0;1.4;5.0;0.0;0
BAS;23.04.2022 21:00;12.1;72.3;959.5;338.0;0.9;3.2;0.0;0
BAS;23.04.2022 22:00;11.5;75.5;959.4;285.0;1.1;4.0;0.0;0
BAS;23.04.2022 23:00;11.0;76.8;959.7;263.0;1.8;6.5;0.0;0
BAS;24.04.2022 00:00;11.2;78.5;961.1;257.0;2.7;9.7;1.9;0
BAS;24.04.2022 01:00;9.1;89.9;961.9;268.0;3.5;12.6;1.4;0
BAS;24.04.2022 02:00;8.2;89.3;962.8;230.0;2.9;10.4;0.9;0
BAS;24.04.2022 03:00;7.8;92.4;963.5;101.0;0.8;2.9;2.4;0
BAS;24.04.2022 04:00;7.8;95.1;962.9;101.0;0.7;2.5;0.9;0
