station_abbr;reference_timestamp;Air temperature 2 m above ground hourly mean;Relative air humidity 2 m above ground hourly mean;Atmospheric pressure at barometric altitude (QFE) hourly mean;Wind direction hourly mean;Wind speed scalar hourly mean in m/s;Wind speed scalar hourly mean in km/h;Precipitation hourly total;Global radiation hourly mean
BAS;24.04.2022 05:00;7.6;93.5;962.9;56.0;0.5;1.8;0.0;2
BAS;24.04.2022 06:00;7.5;94.1;963.4;112.0;0.6;2.2;0.0;30
BAS;24.04.2022 07:00;8.0;93.1;963.9;135.0;0.8;2.9;0.0;83
BAS;24.04.2022 08:00;8.8;91.3;964.2;129.0;0.8;2.9;0.0;191
BAS;24.04.2022 09:00;9.9;85.5;964.6;83.0;0.9;3.2;0.0;304
BAS;24.04.2022 10:00;10.5;79.6;964.9;72.0;0.6;2.2;0.0;225
BAS;24.04.2022 11:00;10.8;79.7;965.4;153.0;0.5;1.8;0.2;193
BAS;24.04.2022 12:00;11.2;81.6;965.7;297.0;1.7;6.1;0.3;310
BAS;24.04.2022 13:00;10.9;80.7;966.2;273.0;2.5;9.0;0.0;211
BAS;24.04.2022 14:00;10.7;82.5;966.5;283.0;1.9;6.8;0.0;113
BAS;24.04.2022 15:00;10.6;84.8;967.0;284.0;1.3;4.7;0.1;56
BAS;24.04.2022 16:00;9.9;90.2;967.5;315.0;1.2;4.3;0.8;18
BAS;24.04.2022 17:00;9.7;91.5;967.9;292.0;0.7;2.5;0.4;22
BAS;24.04.2022 18:00;9.8;93.5;968.2;270.0;0.4;1.4;2.5;9
BAS;24.04.2022 19:00;9.7;95.6;968.5;144.0;1.0;3.6;1.5;0
BAS;24.04.2022 20:00;9.6;95.9;969.1;158.0;0.6;2.2;1.3;0
BAS;24.04.2022 21:00;9.6;96.1;969.5;135.0;0.3;1.1;2.5;0
BAS;24.04.2022 22:00;9.6;96.6;969.8;180.0;0.4;1.4;3.4;0
BAS;24.04.2022 23:00;9.6;95.9;970.0;207.0;1.4;5.0;3.6;0
BAS;25.04.2022 00:00;9.7;95.9;970.3;214.0;0.8;2.9;0.2;0
BAS;25.04.2022 01:00;9.9;95.6;970.4;198.0;1.3;4.7;0.1;0
BAS;25.04.2022 02:00;9.7;94.7;970.5;202.0;1.1;4.0;0.0;0
BAS;25.04.2022 03:00;9.9;94.0;970.6;194.0;1.2;4.3;0.0;0
BAS;25.04.2022 04:00;9.3;95.3;970.7;186.0;0.9;3.2;0.0;0
BAS;25.04.2022 05:00;9.8;94.0;971.0;188.0;1.5;5.4;0.0;3
BAS;25.04.2022 06:00;10.2;95.7;971.4;135.0;0.7;2.5;0.0;42
BAS;25.04.2022 07:00;11.0;94.1;971.5;117.0;0.8;2.9;0.0;141
BAS;25.04.2022 08:00;11.7;92.6;971.6;117.0;0.9;3.2;0.0;199
BAS;25.04.2022 09:00;11.7;85.8;972.4;255.0;1.5;5.4;1.0;109
BAS;25.04.2022 10:00;10.5;88.6;973.1;241.0;2.6;9.4;1.3;142
BAS;25.04.2022 11:00;12.2;83.2;973.3;209.0;2.0;7.2;0.1;350
BAS;25.04.2022 12:00;13.3;74.3;973.6;240.0;2.9;10.4;0.0;477
BAS;25.04.2022 13:00;14.8;68.2;973.7;211.0;2.5;9.0;0.0;784
BAS;25.04.2022 14:00;15.3;63.2;973.5;202.0;2.7;9.7;0.0;599
BAS;25.04.2022 15:00;14.1;66.4;973.8;234.0;3.1;11.2;0.0;141
BAS;25.04.2022 16:00;11.1;82.6;974.8;253.0;2.9;10.4;1.3;51
BAS;25.04.2022 17:00;9.9;90.6;975.1;198.0;2.5;9.0;1.8;29
BAS;25.04.2022 18:00;9.9;93.0;975.3;149.0;0.7;2.5;0.5;21
BAS;25.04.2022 19:00;9.7;92.3;975.4;152.0;1.5;5.4;0.0;2
BAS;25.04.2022 20:00;9.5;94.5;975.8;122.0;1.0;3.6;0.0;0
BAS;25.04.2022 21:00;9.6;96.1;976.0;99.0;1.3;4.7;0.1;0
BAS;25.04.2022 22:00;9.5;96.1;976.0;114.0;1.1;4.0;2.8;0
BAS;25.04.2022 23:00;9.4;96.3;976.1;124.0;0.5;1.8;0.3;0
BAS;26.04.2022 00:00;9.4;96.5;976.0;203.0;0.9;3.2;2.2;0
BAS;26.04.2022 01:00;9.3;95.2;975.8;170.0;1.7;6.1;0.3;0
BAS;26.04.2022 02:00;9.3;95.5;975.8;248.0;1.1;4.0;0.6;0
BAS;26.04.2022 03:00;8.9;93.2;975.9;231.0;1.5;5.4;1.2;0
BAS;26.04.2022 04:00;8.5;94.3;976.1;222.0;1.5;5.4;1.3;0
BAS;26.04.2022 05:00;8.0;92.2;976.3;189.0;2.6;9.4;1.0;2
BAS;26.04.2022 06:00;8.0;94.0;976.8;233.0;0.7;2.5;0.8;12
BAS;26.04.2022 07:00;8.1;92.5;977.5;231.0;1.3;4.7;0.4;46
BAS;26.04.2022 08:00;8.3;91.0;977.7;195.0;3.2;11.5;0.4;132
BAS;26.04.2022 09:00;10.4;79.7;978.3;204.0;2.3;8.3;0.0;565
BAS;26.04.2022 10:00;12.3;68.2;978.8;215.0;2.3;8.3;0.0;654
BAS;26.04.2022 11:00;13.1;60.1;978.9;235.0;3.2;11.5;0.0;499
BAS;26.04.2022 12:00;14.0;53.1;979.1;248.0;3.4;12.2;0.0;775
BAS;26.04.2022 13:00;13.9;50.5;979.4;270.0;3.2;11.5;0.0;457
BAS;26.04.2022 14:00;14.6;47.4;979.3;284.0;3.7;13.3;0.0;573
BAS;26.04.2022 15:00;14.8;45.3;979.3;277.0;3.6;13.0;0.0;502
BAS;26.04.2022 16:00;14.8;45.0;979.2;279.0;3.0;10.8;0.0;439
BAS;26.04.2022 17:00;14.7;44.4;979.4;282.0;3.1;11.2;0.0;317
BAS;26.04.2022 18:00;12.7;56.1;979.9;15.0;1.6;5.8;0.0;67
BAS;26.04.2022 19:00;12.0;57.3;980.5;347.0;1.1;4.0;0.0;6
BAS;26.04.2022 20:00;11.4;59.1;981.2;300.0;0.9;3.2;0.0;0
BAS;26.04.2022 21:00;9.8;71.4;981.6;259.0;1.1;4.0;0.0;0
BAS;26.04.2022 22:00;8.5;78.7;981.9;257.0;1.4;5.0;0.0;0
BAS;26.04.2022 23:00;7.1;85.3;982.2;218.0;2.4;8.6;0.0;0
BAS;27.04.2022 00:00;6.3;88.0;982.5;223.0;2.1;7.6;0.0;0
BAS;27.04.2022 01:00;6.4;87.9;982.6;246.0;1.7;6.1;0.0;0
BAS;27.04.2022 02:00;5.9;91.7;982.7;225.0;1.8;6.5;0.0;0
BAS;27.04.2022 03:00;6.2;91.9;983.0;243.0;0.9;3.2;0.0;0
BAS;27.04.2022 04:00;5.5;93.5;983.1;243.0;1.0;3.6;0.0;0
BAS;27.04.2022 05:00;5.2;94.1;983.5;240.0;0.8;2.9;0.0;11
BAS;27.04.2022 06:00;6.1;93.1;983.8;248.0;0.6;2.2;0.0;68
BAS;27.04.2022 07:00;6.8;90.4;984.1;304.0;0.7;2.5;0.0;89
BAS;27.04.2022 08:00;7.8;84.0;984.5;0.0;0.6;2.2;0.0;290
BAS;27.04.2022 09:00;10.1;72.0;984.5;56.0;1.2;4.3;0.0;683
BAS;27.04.2022 10:00;11.7;67.6;984.6;5.0;1.7;6.1;0.0;762
BAS;27.04.2022 11:00;13.3;62.1;984.5;360.0;1.6;5.8;0.0;856
BAS;27.04.2022 12:00;14.3;57.4;984.3;34.0;1.5;5.4;0.0;848
BAS;27.04.2022 13:00;15.5;54.8;983.9;18.0;1.8;6.5;0.0;763
BAS;27.04.2022 14:00;15.7;54.3;983.5;24.0;1.6;5.8;0.0;517
BAS;27.04.2022 15:00;16.2;54.2;983.3;14.0;1.6;5.8;0.0;497
BAS;27.04.2022 16:00;16.5;53.3;983.2;5.0;1.7;6.1;0.0;373
BAS;27.04.2022 17:00;16.4;46.4;983.4;60.0;1.7;6.1;0.0;245
BAS;27.04.2022 18:00;15.7;45.1;983.6;76.0;2.6;9.4;0.0;107
BAS;27.04.2022 19:00;14.4;49.0;984.1;74.0;2.3;8.3;0.0;8
BAS;27.04.2022 20:00;12.4;58.1;984.6;77.0;1.4;5.0;0.0;0
BAS;27.04.2022 21:00;11.7;61.7;985.0;77.0;1.4;5.0;0.0;0
BAS;27.04.2022 22:00;11.4;61.8;985.3;78.0;1.5;5.4;0.0;0
BAS;27.04.2022 23:00;9.5;70.0;985.6;74.0;0.8;2.9;0.0;0
BAS;28.04.2022 00:00;9.0;70.6;985.8;63.0;1.0;3.6;0.0;0
BAS;28.04.2022 01:00;7.6;76.7;985.7;72.0;0.6;2.2;0.0;0
BAS;28.04.2022 02:00;6.6;82.7;985.8;346.0;0.8;2.9;0.0;0
BAS;28.04.2022 03:00;5.9;86.6;985.9;315.0;0.9;3.2;0.0;0
BAS;28.04.2022 04:00;5.5;88.2;986.2;286.0;0.8;2.9;0.0;0
BAS;28.04.2022 05:00;5.0;91.5;986.6;243.0;0.9;3.2;0.0;18
BAS;28.04.2022 06:00;6.4;87.9;987.1;243.0;0.8;2.9;0.0;147
BAS;28.04.2022 07:00;9.3;77.1;987.6;329.0;0.7;2.5;0.0;328
BAS;28.04.2022 08:00;12.3;66.1;987.7;72.0;1.1;4.0;0.0;508
BAS;28.04.2022 09:00;14.4;56.8;987.9;65.0;2.3;8.3;0.0;668
BAS;28.04.2022 10:00;15.8;51.6;988.0;62.0;2.6;9.4;0.0;797
BAS;28.04.2022 11:00;16.6;52.4;987.8;356.0;2.0;7.2;0.0;867
BAS;28.04.2022 12:00;17.8;49.4;987.8;4.0;1.8;6.5;0.0;887
BAS;28.04.2022 13:00;18.6;44.4;987.6;356.0;1.8;6.5;0.0;866
BAS;28.04.2022 14:00;19.8;41.7;987.2;11.0;1.5;5.4;0.0;786
BAS;28.04.2022 15:00;20.5;34.8;986.8;81.0;1.7;6.1;0.0;663
BAS;28.04.2022 16:00;20.5;32.4;986.7;97.0;2.0;7.2;0.0;499
BAS;28.04.2022 17:00;20.0;32.0;986.7;87.0;2.2;7.9;0.0;313
BAS;28.04.2022 18:00;18.7;33.6;987.0;95.0;2.3;8.3;0.0;121
BAS;28.04.2022 19:00;17.1;35.9;987.5;107.0;1.8;6.5;0.0;6
BAS;28.04.2022 20:00;15.4;41.8;987.9;107.0;1.4;5.0;0.0;0
BAS;28.04.2022 21:00;13.9;48.0;988.2;104.0;1.3;4.7;0.0;0
BAS;28.04.2022 22:00;12.4;54.7;988.6;93.0;2.0;7.2;0.0;0
BAS;28.04.2022 23:00;11.4;58.6;988.8;90.0;1.0;3.6;0.0;0
BAS;29.04.2022 00:00;10.4;62.9;988.7;45.0;0.6;2.2;0.0;0
BAS;29.04.2022 01:00;10.4;61.6;988.4;56.0;0.8;2.9;0.0;0
BAS;29.04.2022 02:00;9.5;66.0;988.1;90.0;1.0;3.6;0.0;0
BAS;29.04.2022 03:00;7.5;77.5;987.7;56.0;0.5;1.8;0.0;0
BAS;29.04.2022 04:00;6.9;79.3;987.5;81.0;0.8;2.9;0.0;0
BAS;29.04.2022 05:00;6.9;79.3;987.8;108.0;0.4;1.4;0.0;19
BAS;29.04.2022 06:00;7.2;83.5;988.0;169.0;0.7;2.5;0.0;108
BAS;29.04.2022 07:00;10.2;67.9;988.2;98.0;0.9;3.2;0.0;382
BAS;29.04.2022 08:00;12.4;57.9;988.0;74.0;0.8;2.9;0.0;394
BAS;29.04.2022 09:00;14.7;47.7;987.7;58.0;1.4;5.0;0.0;637
BAS;29.04.2022 10:00;16.5;42.5;987.4;62.0;2.2;7.9;0.0;712
BAS;29.04.2022 11:00;17.6;43.3;986.9;22.0;1.4;5.0;0.0;777
BAS;29.04.2022 12:00;17.9;43.3;986.5;351.0;1.5;5.4;0.0;641
BAS;29.04.2022 13:00;18.5;42.3;986.2;323.0;2.2;7.9;0.0;659
BAS;29.04.2022 14:00;18.7;37.7;985.9;315.0;2.4;8.6;0.0;566
BAS;29.04.2022 15:00;18.6;35.8;985.7;315.0;2.3;8.3;0.0;399
BAS;29.04.2022 16:00;18.5;37.5;985.6;309.0;2.3;8.3;0.0;347
BAS;29.04.2022 17:00;17.7;39.0;985.5;313.0;2.1;7.6;0.0;137
BAS;29.04.2022 18:00;17.0;40.6;985.3;299.0;1.4;5.0;0.0;74
BAS;29.04.2022 19:00;15.7;46.0;985.5;263.0;1.9;6.8;0.0;7
BAS;29.04.2022 20:00;14.6;50.6;985.8;241.0;2.7;9.7;0.0;0
BAS;29.04.2022 21:00;13.9;53.8;986.0;212.0;1.7;6.1;0.0;0
BAS;29.04.2022 22:00;12.8;60.3;985.8;202.0;2.7;9.7;0.0;0
BAS;29.04.2022 23:00;12.8;59.3;985.6;211.0;2.2;7.9;0.0;0
BAS;30.04.2022 00:00;12.2;64.0;985.4;209.0;1.1;4.0;0.0;0
BAS;30.04.2022 01:00;11.9;67.5;985.2;225.0;1.1;4.0;0.0;0
BAS;30.04.2022 02:00;11.9;69.0;985.0;243.0;0.4;1.4;0.0;0
BAS;30.04.2022 03:00;11.4;75.5;984.7;247.0;0.8;2.9;0.0;0
BAS;30.04.2022 04:00;10.4;81.9;984.7;233.0;1.5;5.4;0.0;0
BAS;30.04.2022 05:00;9.3;83.6;984.6;225.0;1.4;5.0;0.0;9
BAS;30.04.2022 06:00;9.6;82.3;984.9;218.0;1.3;4.7;0.0;93
BAS;30.04.2022 07:00;11.8;74.3;985.1;202.0;0.7;2.5;0.0;292
BAS;30.04.2022 08:00;13.3;66.5;985.2;346.0;1.5;5.4;0.0;484
BAS;30.04.2022 09:00;14.2;63.6;985.3;324.0;1.6;5.8;0.0;607
BAS;30.04.2022 10:00;15.0;61.9;985.0;302.0;1.8;6.5;0.0;688
BAS;30.04.2022 11:00;16.1;57.8;984.5;326.0;1.8;6.5;0.0;857
BAS;30.04.2022 12:00;17.3;52.6;983.8;348.0;2.5;9.0;0.0;794
BAS;30.04.2022 13:00;16.8;51.3;983.4;344.0;3.6;13.0;0.0;478
BAS;30.04.2022 14:00;13.7;63.2;984.2;339.0;4.5;16.2;0.0;99
BAS;30.04.2022 15:00;13.7;63.6;984.1;360.0;1.3;4.7;0.0;262
BAS;30.04.2022 16:00;14.9;56.5;983.8;27.0;1.4;5.0;0.0;509
BAS;30.04.2022 17:00;14.3;57.9;983.7;318.0;1.7;6.1;0.0;227
BAS;30.04.2022 18:00;13.5;63.7;983.8;335.0;2.0;7.2;0.0;92
BAS;30.04.2022 19:00;12.9;66.6;984.0;333.0;1.8;6.5;0.0;11
BAS;30.04.2022 20:00;12.0;75.4;984.4;305.0;2.1;7.6;0.0;0
BAS;30.04.2022 21:00;11.2;79.0;984.6;300.0;1.4;5.0;0.0;0
BAS;30.04.2022 22:00;10.9;79.1;984.6;308.0;1.6;5.8;0.0;0
BAS;30.04.2022 23:00;9.6;83.7;984.6;305.0;1.7;6.1;0.0;0
BAS;01.05.2022 00:00;8.5;86.6;984.6;293.0;1.4;5.0;0.0;0
BAS;01.05.2022 01:00;8.0;87.4;984.5;270.0;1.2;4.3;0.0;0
BAS;01.05.2022 02:00;7.9;86.3;984.4;256.0;1.3;4.7;0.0;0
BAS;01.05.2022 03:00;7.2;89.2;984.1;249.0;0.9;3.2;0.0;0
BAS;01.05.2022 04:00;6.1;92.2;983.8;248.0;0.6;2.2;0.0;0
BAS;01.05.2022 05:00;6.5;92.1;983.9;261.0;0.7;2.5;0.0;14
BAS;01.05.2022 06:00;7.3;90.7;984.1;219.0;0.6;2.2;0.0;78
BAS;01.05.2022 07:00;8.4;85.8;984.3;270.0;0.3;1.1;0.0;143
BAS;01.05.2022 08:00;9.3;80.5;984.1;252.0;0.5;1.8;0.0;224
BAS;01.05.2022 09:00;10.5;75.0;984.0;225.0;0.9;3.2;0.0;467
BAS;01.05.2022 10:00;12.6;66.4;983.9;11.0;1.3;4.7;0.0;745
BAS;01.05.2022 11:00;13.6;60.8;983.6;326.0;1.4;5.0;0.0;767
BAS;01.05.2022 12:00;14.8;52.7;983.0;6.0;1.5;5.4;0.0;843
BAS;01.05.2022 13:00;15.5;49.0;982.3;344.0;1.4;5.0;0.0;858
BAS;01.05.2022 14:00;16.4;46.0;981.7;329.0;1.7;6.1;0.0;758
BAS;01.05.2022 15:00;17.0;42.8;981.1;331.0;1.8;6.5;0.0;665
BAS;01.05.2022 16:00;16.9;42.0;980.7;10.0;1.6;5.8;0.0;505
BAS;01.05.2022 17:00;16.7;41.3;980.6;360.0;1.9;6.8;0.0;323
BAS;01.05.2022 18:00;15.7;46.9;980.5;357.0;2.2;7.9;0.0;126
BAS;01.05.2022 19:00;14.4;50.5;980.8;330.0;1.8;6.5;0.0;11
BAS;01.05.2022 20:00;13.2;57.4;981.2;312.0;1.4;5.0;0.0;0
BAS;01.05.2022 21:00;11.0;68.6;981.4;237.0;1.7;6.1;0.0;0
BAS;01.05.2022 22:00;9.7;75.8;981.3;232.0;1.8;6.5;0.0;0
BAS;01.05.2022 23:00;8.3;82.3;980.9;225.0;1.7;6.1;0.0;0
BAS;02.05.2022 00:00;7.4;85.9;980.6;209.0;1.8;6.5;0.0;0
BAS;02.05.2022 01:00;6.7;88.4;980.3;212.0;1.8;6.5;0.0;0
BAS;02.05.2022 02:00;6.4;89.4;980.0;205.0;1.5;5.4;0.0;0
BAS;02.05.2022 03:00;6.0;90.3;979.9;204.0;1.0;3.6;0.0;0
BAS;02.05.2022 04:00;6.1;89.7;979.6;157.0;0.8;2.9;0.0;0
BAS;02.05.2022 05:00;6.1;90.1;979.5;148.0;1.0;3.6;0.0;23
BAS;02.05.2022 06:00;6.5;90.6;979.6;210.0;0.9;3.2;0.0;150
BAS;02.05.2022 07:00;9.0;81.6;979.6;189.0;0.7;2.5;0.0;333
BAS;02.05.2022 08:00;11.3;72.2;979.4;214.0;0.6;2.2;0.0;509
BAS;02.05.2022 09:00;13.9;60.8;979.2;63.0;1.3;4.7;0.0;673
BAS;02.05.2022 10:00;15.6;56.6;979.0;34.0;1.5;5.4;0.0;791
BAS;02.05.2022 11:00;16.6;53.0;978.6;5.0;1.5;5.4;0.0;807
BAS;02.05.2022 12:00;17.7;49.1;978.2;360.0;1.4;5.0;0.0;879
BAS;02.05.2022 13:00;18.3;43.9;977.8;344.0;1.9;6.8;0.0;833
BAS;02.05.2022 14:00;19.1;39.0;977.3;360.0;1.5;5.4;0.0;723
BAS;02.05.2022 15:00;19.3;40.0;976.9;337.0;1.8;6.5;0.0;595
BAS;02.05.2022 16:00;18.9;45.4;976.7;17.0;1.8;6.5;0.0;374
BAS;02.05.2022 17:00;18.1;47.1;976.5;17.0;1.8;6.5;0.0;184
BAS;02.05.2022 18:00;17.7;48.2;976.5;12.0;1.8;6.5;0.0;120
BAS;02.05.2022 19:00;16.6;49.5;976.8;339.0;1.0;3.6;0.0;19
BAS;02.05.2022 20:00;15.5;53.2;977.2;304.0;1.1;4.0;0.0;0
BAS;02.05.2022 21:00;12.9;67.9;977.5;228.0;1.4;5.0;0.0;0
BAS;02.05.2022 22:00;11.6;74.8;977.5;216.0;1.8;6.5;0.0;0
BAS;02.05.2022 23:00;11.1;75.3;977.5;210.0;2.0;7.2;0.0;0
BAS;03.05.2022 00:00;10.1;79.9;977.5;203.0;1.5;5.4;0.0;0
BAS;03.05.2022 01:00;10.1;79.5;977.2;210.0;1.6;5.8;0.0;0
BAS;03.05.2022 02:00;9.8;81.8;977.1;135.0;0.6;2.2;0.0;0
BAS;03.05.2022 03:00;8.7;85.7;977.2;194.0;0.5;1.8;0.0;0
BAS;03.05.2022 04:00;8.1;87.1;977.2;198.0;1.3;4.7;0.0;0
BAS;03.05.2022 05:00;7.9;87.8;977.4;191.0;0.5;1.8;0.0;19
BAS;03.05.2022 06:00;9.1;84.7;977.8;146.0;0.7;2.5;0.0;142
BAS;03.05.2022 07:00;11.6;76.3;978.1;153.0;1.0;3.6;0.0;325
BAS;03.05.2022 08:00;13.5;68.7;978.3;225.0;0.6;2.2;0.0;444
BAS;03.05.2022 09:00;15.7;60.9;978.3;211.0;0.7;2.5;0.0;661
BAS;03.05.2022 10:00;17.4;54.4;978.2;243.0;1.2;4.3;0.0;785
BAS;03.05.2022 11:00;19.0;48.6;977.8;79.0;1.2;4.3;0.0;787
BAS;03.05.2022 12:00;19.4;45.8;977.3;63.0;1.3;4.7;0.0;727
BAS;03.05.2022 13:00;21.2;39.8;976.9;17.0;1.6;5.8;0.0;931
BAS;03.05.2022 14:00;19.9;44.1;976.7;11.0;1.9;6.8;0.0;498
BAS;03.05.2022 15:00;20.2;33.4;976.6;24.0;1.2;4.3;0.0;440
BAS;03.05.2022 16:00;19.9;33.4;976.4;90.0;0.9;3.2;0.0;247
BAS;03.05.2022 17:00;19.6;39.8;976.5;111.0;2.1;7.6;0.0;277
BAS;03.05.2022 18:00;16.8;50.0;976.8;196.0;3.7;13.3;0.0;83
BAS;03.05.2022 19:00;15.0;54.0;977.5;193.0;1.5;5.4;0.0;7
BAS;03.05.2022 20:00;13.2;64.7;978.3;215.0;2.0;7.2;0.0;0
BAS;03.05.2022 21:00;11.8;74.3;978.7;211.0;2.6;9.4;0.0;0
BAS;03.05.2022 22:00;11.8;73.0;978.9;204.0;1.1;4.0;0.0;0
BAS;03.05.2022 23:00;11.5;74.7;979.1;129.0;0.8;2.9;0.0;0
BAS;04.05.2022 00:00;10.2;79.9;979.2;96.0;1.0;3.6;0.0;0
BAS;04.05.2022 01:00;10.1;78.5;979.2;101.0;1.1;4.0;0.0;0
BAS;04.05.2022 02:00;9.6;82.0;979.3;120.0;0.9;3.2;0.0;0
BAS;04.05.2022 03:00;9.0;84.4;979.4;131.0;1.1;4.0;0.0;0
BAS;04.05.2022 04:00;8.9;84.9;979.3;99.0;1.3;4.7;0.0;0
BAS;04.05.2022 05:00;9.0;85.1;979.5;107.0;1.2;4.3;0.0;22
BAS;04.05.2022 06:00;9.8;82.9;979.7;108.0;1.0;3.6;0.0;99
BAS;04.05.2022 07:00;11.7;75.2;979.9;108.0;0.7;2.5;0.0;294
BAS;04.05.2022 08:00;13.8;67.7;980.0;108.0;0.6;2.2;0.0;321
BAS;04.05.2022 09:00;15.4;63.3;980.1;297.0;0.7;2.5;0.0;579
BAS;04.05.2022 10:00;17.3;57.1;979.8;339.0;1.2;4.3;0.0;786
BAS;04.05.2022 11:00;19.0;51.8;979.1;304.0;1.4;5.0;0.0;830
BAS;04.05.2022 12:00;17.8;56.3;978.9;214.0;2.3;8.3;0.4;197
BAS;04.05.2022 13:00;15.0;77.6;979.0;210.0;3.2;11.5;0.7;125
BAS;04.05.2022 14:00;15.8;68.5;979.1;188.0;1.5;5.4;0.0;234
BAS;04.05.2022 15:00;18.3;52.2;979.0;36.0;1.1;4.0;0.0;699
BAS;04.05.2022 16:00;17.1;57.8;979.2;6.0;2.4;8.6;0.0;401
BAS;04.05.2022 17:00;15.6;64.2;979.4;315.0;2.7;9.7;0.0;120
BAS;04.05.2022 18:00;14.1;74.1;979.9;286.0;2.1;7.6;0.0;16
BAS;04.05.2022 19:00;13.0;82.8;980.3;225.0;1.4;5.0;0.0;7
BAS;04.05.2022 20:00;12.0;87.4;980.5;188.0;2.2;7.9;0.0;0
BAS;04.05.2022 21:00;12.5;86.3;981.0;117.0;0.9;3.2;0.0;0
BAS;04.05.2022 22:00;12.5;87.8;981.6;315.0;0.4;1.4;0.0;0
BAS;04.05.2022 23:00;11.8;90.4;981.9;301.0;0.7;2.5;0.0;0
BAS;05.05.2022 00:00;12.0;89.7;981.9;360.0;0.4;1.4;0.1;0
BAS;05.05.2022 01:00;11.6;95.1;981.9;180.0;0.8;2.9;0.3;0
BAS;05.05.2022 02:00;11.5;93.9;981.8;162.0;0.8;2.9;0.0;0
BAS;05.05.2022 03:00;11.4;95.1;981.8;90.0;0.6;2.2;0.0;0
BAS;05.05.2022 04:00;11.4;94.5;981.7;135.0;0.2;0.7;0.0;0
BAS;05.05.2022 05:00;11.5;95.0;981.9;202.0;0.6;2.2;0.0;4
BAS;05.05.2022 06:00;11.7;89.6;982.3;297.0;0.8;2.9;0.0;30
BAS;05.05.2022 07:00;12.0;86.1;982.6;266.0;1.3;4.7;0.0;101
BAS;05.05.2022 08:00;12.3;85.4;982.9;282.0;1.6;5.8;0.0;83
BAS;05.05.2022 09:00;12.2;85.4;983.2;298.0;1.8;6.5;0.0;81
BAS;05.05.2022 10:00;12.3;87.9;983.5;290.0;1.5;5.4;0.1;124
BAS;05.05.2022 11:00;11.6;90.8;983.7;315.0;2.0;7.2;0.8;80
BAS;05.05.2022 12:00;11.6;89.7;983.8;298.0;1.5;5.4;1.1;108
BAS;05.05.2022 13:00;11.7;91.1;983.8;284.0;1.4;5.0;1.3;169
BAS;05.05.2022 14:00;11.6;91.5;983.9;283.0;1.4;5.0;1.6;109
BAS;05.05.2022 15:00;11.6;91.7;984.0;280.0;1.2;4.3;1.4;110
BAS;05.05.2022 16:00;11.8;92.4;984.1;265.0;1.3;4.7;0.7;101
BAS;05.05.2022 17:00;11.7;92.8;984.2;265.0;1.3;4.7;0.3;51
BAS;05.05.2022 18:00;11.6;93.2;984.2;294.0;1.3;4.7;0.0;49
BAS;05.05.2022 19:00;11.3;93.4;984.6;304.0;1.5;5.4;0.0;6
BAS;05.05.2022 20:00;11.1;93.5;985.1;265.0;1.2;4.3;0.1;0
BAS;05.05.2022 21:00;11.0;94.0;985.6;260.0;1.2;4.3;0.3;0
BAS;05.05.2022 22:00;10.9;95.2;985.7;276.0;1.1;4.0;0.5;0
BAS;05.05.2022 23:00;10.7;95.4;985.6;291.0;0.9;3.2;0.3;0
BAS;06.05.2022 00:00;10.8;95.4;985.4;301.0;1.2;4.3;1.2;0
BAS;06.05.2022 01:00;10.5;95.9;985.2;311.0;1.9;6.8;0.6;0
BAS;06.05.2022 02:00;10.3;96.5;984.9;312.0;1.5;5.4;0.9;0
BAS;06.05.2022 03:00;10.2;96.9;984.8;310.0;1.8;6.5;0.6;0
BAS;06.05.2022 04:00;10.3;96.5;984.6;310.0;1.8;6.5;0.8;0
BAS;06.05.2022 05:00;10.3;96.5;984.7;310.0;1.8;6.5;0.1;1
BAS;06.05.2022 06:00;10.4;96.4;984.8;304.0;1.6;5.8;0.5;21
BAS;06.05.2022 07:00;10.6;95.7;985.0;306.0;1.9;6.8;0.2;65
BAS;06.05.2022 08:00;10.7;95.2;985.1;320.0;1.8;6.5;0.1;55
BAS;06.05.2022 09:00;10.9;94.5;985.2;306.0;1.9;6.8;0.1;72
BAS;06.05.2022 10:00;11.5;93.2;985.5;307.0;1.5;5.4;0.0;101
BAS;06.05.2022 11:00;12.4;90.3;985.6;311.0;1.0;3.6;0.0;123
BAS;06.05.2022 12:00;13.0;90.9;985.5;212.0;1.4;5.0;0.0;78
BAS;06.05.2022 13:00;13.5;92.0;985.3;202.0;1.8;6.5;0.0;109
BAS;06.05.2022 14:00;13.8;90.0;985.2;189.0;2.1;7.6;0.0;110
BAS;06.05.2022 15:00;14.2;89.6;985.0;202.0;1.6;5.8;0.0;87
BAS;06.05.2022 16:00;14.4;88.2;984.9;204.0;1.8;6.5;0.0;124
BAS;06.05.2022 17:00;14.7;83.7;984.9;191.0;2.0;7.2;0.0;121
BAS;06.05.2022 18:00;13.7;87.4;985.0;189.0;2.2;7.9;0.0;92
BAS;06.05.2022 19:00;12.5;89.0;985.4;175.0;2.2;7.9;0.0;17
BAS;06.05.2022 20:00;11.6;92.4;985.7;174.0;1.9;6.8;0.0;0
BAS;06.05.2022 21:00;11.4;93.9;986.0;202.0;0.7;2.5;0.0;0
BAS;06.05.2022 22:00;11.4;94.3;985.9;169.0;0.5;1.8;0.0;0
BAS;06.05.2022 23:00;11.2;95.4;985.7;207.0;0.7;2.5;0.0;0
